wallet,n_transactions,n_deposits,n_borrows,n_repays,n_liquidations,total_deposit_usd,total_borrow_usd,total_repay_usd,activity_days,borrow_to_deposit_ratio,repay_to_borrow_ratio,liquidation_rate,credit_score
0x002379916ac42a432f3b53f16782d33267debb4c,1,1,0,0,0,1.1886507952922616,0.0,0.0,1,0.0,0.0,0.0,701.7449951945433
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,2,2,0,0,0,2.259609878203448,0.0,0.0,2,0.0,0.0,0.0,703.4514940852289
0x0023d9ffe7d793895c5da5833d56c737832ead2b,2,2,0,0,0,15.189578905507386,0.0,0.0,1,0.0,0.0,0.0,701.9451034424475
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,1,1,0,0,0,5.129981410556754,0.0,0.0,1,0.0,0.0,0.0,701.8479858384075
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,2,2,0,0,0,3.1033054982620953,0.0,0.0,2,0.0,0.0,0.0,703.4745126201312
0x0024461e7a8ce7157866eaa4c24b702d328250ce,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,701.6666666666666
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,1,1,0,0,0,0.026044090290244567,0.0,0.0,1,0.0,0.0,0.0,701.6692377385484
0x00246f7813397868b1beec56e1677efa47816dae,44,30,9,2,0,7438978.731874706,5816299.44346321,5472177.71761479,16,0.7818680027328747,0.9408349365101604,0.0,900.100044068061
0x0025a856d01a898bd52286d56c52323b13937b65,1,1,0,0,0,0.1422024974218183,0.0,0.0,1,0.0,0.0,0.0,701.6799625080414
0x00261d225db379b3fc74cd0228d6f90582d39035,2,1,1,0,0,0.032239917783138006,0.004713438272388597,0.0,1,0.14619883040935672,0.0,0.0,701.6702953615206
0x00262ffcfda82b5582d1905ca05b849f196b0419,10,4,3,1,0,101.41967361600112,57.24285810787879,56.95340624693983,2,0.5644157200171418,0.9949434414963442,0.0,902.8293278737084
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,1,1,0,0,0,0.16209142428199927,0.0,0.0,1,0.0,0.0,0.0,701.6816888000385
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,1,1,0,0,0,1.8629892980475518,0.0,0.0,1,0.0,0.0,0.0,701.7718532954755
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,1,1,0,0,0,0.2045908664031135,0.0,0.0,1,0.0,0.0,0.0,701.6852806646
0x002775390698ef16589bb22bba37ae7906ae2f36,30,17,7,5,0,93.46124873657938,83.68991069080585,18.553282685857933,9,0.8954503799396683,0.22169079322361127,0.0,720.7663458968069
0x0027c6cd01364a3c5d29f72269b36dfe85628193,1,1,0,0,0,1.8864509259060724,0.0,0.0,1,0.0,0.0,0.0,701.7726694360796
0x0027f7335d610f15b325baa5798414548720fcaa,13,6,2,2,0,5708.1980037841895,1568.6763662421108,1571.6110933811847,3,0.274811133951936,1.0018708302121644,0.0,905.8892594116417
0x00283b611db7844cb5677b311afd67c8e3078518,1,1,0,0,0,7.20152067392015,0.0,0.0,1,0.0,0.0,0.0,701.8770986251782
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,1,1,0,0,0,0.03737532010034612,0.0,0.0,1,0.0,0.0,0.0,701.670336045917
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,2,2,0,0,0,2.123490954986433,0.0,0.0,2,0.0,0.0,0.0,703.4472284605487
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,1,1,0,0,0,1.1058755718750974,0.0,0.0,1,0.0,0.0,0.0,701.7411397995952
0x002aea16059a7d4bef638a03b61a9e80ef07e745,41,12,10,5,0,2085.9408839816874,962.29959821051,5.838228517532286e-07,11,0.4613263998036476,6.066955164887362e-10,0.0,719.1355982363083
0x002bb13a55bf4525f02717708dd4534ecc475193,2,2,0,0,0,3.1415513028579416,0.0,0.0,1,0.0,0.0,0.0,701.8087737095152
0x002c77a71d54e6da4b28690fe1676752a74a67eb,1,1,0,0,0,1.1597473478486582,0.0,0.0,1,0.0,0.0,0.0,701.7436657912932
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,5,2,1,1,0,5.481559226287328,2.7225309172016465,2.7225309172016465,2,0.4966708932278786,1.0,0.0,903.5552981299406
0x002d2715b179d0db3e17cc28317a98f2f65e6884,253,98,64,38,0,215315.5213204431,93608.49245901838,75255.81694240714,60,0.43475032308379497,0.803942195472852,0.0,912.052524479828
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,1,1,0,0,0,1.058311089277293,0.0,0.0,1,0.0,0.0,0.0,701.7388552453625
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,29,5,5,16,0,8042.91989441287,4507.462083128547,1386.1038316551258,16,0.5604260818586196,0.3075131428932745,0.0,789.1130538509445
0x002de04d579930686698abab5f48bda0b24fb9fc,85,32,13,15,0,53947.6768379992,43067.64650300531,43774.10099962049,14,0.798322541901743,1.0164033689782859,0.0,904.8170884055041
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,4,1,1,1,0,8185.806955103062,2495.5332672426603,2495.5332672426603,1,0.30486099671418904,1.0,0.0,902.5943013877119
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,6,1,0,0,0,15.030517322502183,0.0,0.0,4,0.0,0.0,0.0,706.9441160904913
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,1,1,0,0,0,0.012361424916557983,0.0,0.0,1,0.0,0.0,0.0,701.6678952313018
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,108,61,26,12,0,7503.932118568443,3061.402672207238,2528.028174943289,34,0.4079731297984176,0.8257744719091814,0.0,916.0814372081253
0x0030040e8d836ac3e546c354f9b373e70a14deeb,2,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,701.6666666666666
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,58,35,23,0,0,16297.731895335117,11215.501171454893,0.0,25,0.6881633127530521,0.0,0.0,742.6889125382495
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,1,1,0,0,0,1.815047297099417,0.0,0.0,1,0.0,0.0,0.0,701.7701645729928
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,3,1,0,0,0,196.7159780669421,0.0,0.0,3,0.0,0.0,0.0,705.5286831546673
0x003094a91a3b5523bc601b221f80183bd347e9ae,2,2,0,0,0,2.259609878203448,0.0,0.0,2,0.0,0.0,0.0,703.4514940852289
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,1,1,0,0,0,0.04768792449483425,0.0,0.0,1,0.0,0.0,0.0,701.6713252426249
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,67,37,11,11,0,94769.29623780603,125571.6028399035,125437.02966043797,31,1.3250241146120234,0.9989283151889277,0.0,826.0111336859517
0x0030de8f624d2b2513c6dbbff788bb109b80304d,1,1,0,0,0,1.0031586054611734,0.0,0.0,1,0.0,0.0,0.0,701.736139190417
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,2,2,0,0,0,1.8071232012074634,0.0,0.0,1,0.0,0.0,0.0,701.7698826853788
0x0030ee334630838ea4dee0b4b6ecbc973529031f,16,8,7,1,0,3999.4172605806134,4580.268039158945,1816.91479412184,7,1.1452338530173785,0.3966830715120053,0.0,702.8622372716976
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,1,1,0,0,0,1.0519093751900908,0.0,0.0,1,0.0,0.0,0.0,701.7385437428862
0x00326e37cef76788f6b0cf643c94481d60bd3d58,2,2,0,0,0,26.554821136395518,0.0,0.0,1,0.0,0.0,0.0,701.9982844182832
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,523,179,154,148,0,4802163.252562589,8740107.447831493,4062271.706602838,98,1.8200354690498057,0.46478509913636445,0.0,620.592058676148
0x003325d3054cd7668fb16f19ea11bae6d02a474c,5,0,0,0,0,0.0,0.0,0.0,4,0.0,0.0,0.0,706.6666666666666
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,162,59,45,21,0,60563024.61641714,35059576.6526269,35021753.38124043,12,0.5788940838850231,0.9989211714744525,0.0,921.6218262724391
0x0034d2a08772822866b08d2c585e5c8e25723760,1,1,0,0,0,648.7740221834814,0.0,0.0,1,0.0,0.0,0.0,702.3143291310929
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,5,0,0,0,0,0.0,0.0,0.0,3,0.0,0.0,0.0,705.0
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,26,14,8,2,0,4286.286065817431,1471.653898010025,914.9663936533418,8,0.3433401026931617,0.621726613091952,0.0,838.5445068219933
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,1,1,0,0,0,10.23869648132951,0.0,0.0,1,0.0,0.0,0.0,701.9086029532995
0x0036534c48a754163f0f446601f36bcfda840f57,27,7,8,7,0,2736.4465453621165,1412.3662438192569,1402.7013696055812,5,0.516131494040333,0.993156963177242,0.0,907.7978078188984
0x00368bb9dba2ee83f3553feae59710b9c3743e09,11,9,1,0,0,2864.790341396687,788.5672363468941,0.0,6,0.2752617617254461,0.0,0.0,710.8203675591412
0x0036a2f1f6136bb9d7992f7def692126a279e702,1,1,0,0,0,1.0147174318145307,0.0,0.0,1,0.0,0.0,0.0,701.7367145619882
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,43,9,14,14,0,3253.080050062062,4817.143424824377,3812.074334562172,9,1.480794616392079,0.7913557887683513,0.0,718.0118405110109
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,12,4,2,2,0,1906.134884517545,929.0745258190238,969.6966054306665,3,0.4874127919096232,1.0437231658847093,0.0,905.795022372496
0x0037643e4ec2b622270676e9e7aa163b261cfb79,1,1,0,0,0,1.8382403652310029,0.0,0.0,1,0.0,0.0,0.0,701.7709850937107
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,9,3,0,0,0,49782.8970573351,0.0,0.0,8,0.0,0.0,0.0,714.4148780191795
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,28,7,13,0,1,170.17280398146627,127.9797898298705,0.0,9,0.7520578308376992,0.0,0.07692307692307693,674.3892984422697
0x0038281701bf3f51fdbb18903c6e18776780a9a1,1,1,0,0,0,1.0939297118855962,0.0,0.0,1,0.0,0.0,0.0,701.7405709212117
0x00389de87cae34a6f89e13cc8225c4984add8b37,610,328,100,76,0,5941442.263509486,3114347.9784883675,1426082.1549210406,52,0.5241737343162849,0.4579071332976824,0.0,843.1833181622624
0x0039e71541bdc798d062346bce94230bf519bb72,2,1,1,0,0,0.030783814783927176,0.004735971505219565,0.0,1,0.15384615384615383,0.0,0.0,701.6701570176294
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,6,2,0,0,0,19048.627127568783,0.0,0.0,2,0.0,0.0,0.0,704.3188136140341
0x003a85c562730b196f7cba202a2515f2ff855736,177,131,22,12,0,1763040.535519632,329225.8389352104,327371.1803000085,66,0.18673753229285545,0.9943666067001293,0.0,950.3286972304315
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,13,4,5,4,0,2427.943365150083,885.9066653037405,886.0212731966362,3,0.36487946054251486,1.0001293679090408,0.0,905.8106167661914
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,2,2,0,0,0,2.0859259470726457,0.0,0.0,2,0.0,0.0,0.0,703.4460185090575
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,43,39,3,0,0,738.4042057380465,112.41839798277496,0.0,27,0.15224506728047552,0.0,0.0,745.6747378293555
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,4,2,0,0,0,141.96701719755856,0.0,0.0,3,0.0,0.0,0.0,705.4962613954689
0x003be39433bde975b12411fbc3025d49d813a84f,4,0,1,0,3,0.0,0.7321317130665956,0.0,4,0.0,0.0,3.0,306.7216019520721
0x003cb0842811db8d115e28f13048dd83db391dcb,1,1,0,0,0,1.622958931890345,0.0,0.0,1,0.0,0.0,0.0,701.7630969710506
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,1,1,0,0,0,1.4560059765045592,0.0,0.0,1,0.0,0.0,0.0,701.7565203110379
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,6,0,1,3,0,0.0,1714.957348770349,3414.426915768484,2,0.0,1.9909689988597565,0.0,904.0781059758044
0x003e9a119439ef34de3237034cee95675b01d5d4,31,6,9,8,0,35085.0838816686,17372.676884750294,14109.507427746397,16,0.49515848225824655,0.8121665717579597,0.0,890.186759281328
